
,,,,Measures,"Number of collisions","Number of vehicles","Number of injured","Number of fatalities"
"Month","Year","Day of Week","Collision Hour","Collision Sev",
"November","2011","Wednesday","12:00 to 14:59","Fatal collisions",4,9,6,4
"November","2011","Wednesday","12:00 to 14:59","Injury collisions",291,512,376,0
"November","2011","Wednesday","15:00 to 17:59","Fatal collisions",2,2,0,2
"November","2011","Wednesday","15:00 to 17:59","Injury collisions",549,1029,717,0
"November","2011","Wednesday","18:00 to 20:59","Fatal collisions",10,14,2,10
"November","2011","Wednesday","18:00 to 20:59","Injury collisions",301,541,385,0
"November","2011","Wednesday","21:00 to 23:59","Fatal collisions",4,8,3,5
"November","2011","Wednesday","21:00 to 23:59","Injury collisions",133,206,187,0
"November","2011","Thursday","Midnight to 2:59","Fatal collisions",1,1,0,1
"November","2011","Thursday","Midnight to 2:59","Injury collisions",43,55,50,0
"November","2011","Thursday","3:00 to 5:59","Fatal collisions",0,0,0,0
"November","2011","Thursday","3:00 to 5:59","Injury collisions",33,49,39,0
"November","2011","Thursday","6:00 to 8:59","Fatal collisions",5,10,2,5
"November","2011","Thursday","6:00 to 8:59","Injury collisions",229,399,290,0
"November","2011","Thursday","9:00 to 11:59","Fatal collisions",1,1,0,1
"November","2011","Thursday","9:00 to 11:59","Injury collisions",222,390,281,0
"November","2011","Thursday","12:00 to 14:59","Fatal collisions",3,5,2,3
"November","2011","Thursday","12:00 to 14:59","Injury collisions",277,498,358,0
"November","2011","Thursday","15:00 to 17:59","Fatal collisions",4,10,9,5
"November","2011","Thursday","15:00 to 17:59","Injury collisions",442,840,566,0
"November","2011","Thursday","18:00 to 20:59","Fatal collisions",1,1,0,1
"November","2011","Thursday","18:00 to 20:59","Injury collisions",278,486,387,0
"November","2011","Thursday","21:00 to 23:59","Fatal collisions",1,1,1,1
"November","2011","Thursday","21:00 to 23:59","Injury collisions",114,181,162,0
"November","2011","Friday","Midnight to 2:59","Fatal collisions",0,0,0,0
"November","2011","Friday","Midnight to 2:59","Injury collisions",61,89,77,0
"November","2011","Friday","3:00 to 5:59","Fatal collisions",1,1,1,1
"November","2011","Friday","3:00 to 5:59","Injury collisions",38,55,48,0
"November","2011","Friday","6:00 to 8:59","Fatal collisions",4,6,0,4
"November","2011","Friday","6:00 to 8:59","Injury collisions",223,365,285,0
"November","2011","Friday","9:00 to 11:59","Fatal collisions",1,2,0,1
"November","2011","Friday","9:00 to 11:59","Injury collisions",257,469,334,0
"November","2011","Friday","12:00 to 14:59","Fatal collisions",6,9,3,7
"November","2011","Friday","12:00 to 14:59","Injury collisions",272,512,357,0
"November","2011","Friday","15:00 to 17:59","Fatal collisions",3,6,3,5
"November","2011","Friday","15:00 to 17:59","Injury collisions",440,858,609,0
"November","2011","Friday","18:00 to 20:59","Fatal collisions",4,6,2,4
"November","2011","Friday","18:00 to 20:59","Injury collisions",306,544,435,0
"November","2011","Friday","21:00 to 23:59","Fatal collisions",2,3,0,2
"November","2011","Friday","21:00 to 23:59","Injury collisions",137,202,194,0
"November","2011","Saturday","Midnight to 2:59","Fatal collisions",4,6,5,6
"November","2011","Saturday","Midnight to 2:59","Injury collisions",96,138,137,0
"November","2011","Saturday","3:00 to 5:59","Fatal collisions",6,9,2,7
"November","2011","Saturday","3:00 to 5:59","Injury collisions",71,96,99,0
"November","2011","Saturday","6:00 to 8:59","Fatal collisions",1,1,0,1
"November","2011","Saturday","6:00 to 8:59","Injury collisions",77,118,100,0
"November","2011","Saturday","9:00 to 11:59","Fatal collisions",5,8,4,5
"November","2011","Saturday","9:00 to 11:59","Injury collisions",184,333,260,0
"November","2011","Saturday","12:00 to 14:59","Fatal collisions",3,4,0,3
"November","2011","Saturday","12:00 to 14:59","Injury collisions",268,489,391,0
"November","2011","Saturday","15:00 to 17:59","Fatal collisions",1,2,0,1
"November","2011","Saturday","15:00 to 17:59","Injury collisions",294,543,443,0
"November","2011","Saturday","18:00 to 20:59","Fatal collisions",2,7,0,2
"November","2011","Saturday","18:00 to 20:59","Injury collisions",189,338,280,0
"November","2011","Saturday","21:00 to 23:59","Fatal collisions",3,4,2,3
"November","2011","Saturday","21:00 to 23:59","Injury collisions",114,184,174,0
"November","2011","Sunday","Midnight to 2:59","Fatal collisions",4,6,4,5
"November","2011","Sunday","Midnight to 2:59","Injury collisions",111,158,165,0
"November","2011","Sunday","3:00 to 5:59","Fatal collisions",0,0,0,0
"November","2011","Sunday","3:00 to 5:59","Injury collisions",61,89,85,0
"November","2011","Sunday","6:00 to 8:59","Fatal collisions",1,1,2,1
"November","2011","Sunday","6:00 to 8:59","Injury collisions",82,121,102,0
"November","2011","Sunday","9:00 to 11:59","Fatal collisions",3,5,4,3
"November","2011","Sunday","9:00 to 11:59","Injury collisions",138,231,199,0
"November","2011","Sunday","12:00 to 14:59","Fatal collisions",2,4,3,2
"November","2011","Sunday","12:00 to 14:59","Injury collisions",214,397,313,0
"November","2011","Sunday","15:00 to 17:59","Fatal collisions",1,1,0,1
"November","2011","Sunday","15:00 to 17:59","Injury collisions",230,405,349,0
"November","2011","Sunday","18:00 to 20:59","Fatal collisions",5,9,6,7
"November","2011","Sunday","18:00 to 20:59","Injury collisions",188,284,265,0
"November","2011","Sunday","21:00 to 23:59","Fatal collisions",4,4,3,4
"November","2011","Sunday","21:00 to 23:59","Injury collisions",76,116,112,0
"November","2011","Unknown","Midnight to 2:59","Fatal collisions",0,0,0,0
"November","2011","Unknown","Midnight to 2:59","Injury collisions",0,0,0,0
"November","2011","Unknown","3:00 to 5:59","Fatal collisions",0,0,0,0
"November","2011","Unknown","3:00 to 5:59","Injury collisions",0,0,0,0
"November","2011","Unknown","6:00 to 8:59","Fatal collisions",0,0,0,0
"November","2011","Unknown","6:00 to 8:59","Injury collisions",0,0,0,0
"November","2011","Unknown","9:00 to 11:59","Fatal collisions",0,0,0,0
"November","2011","Unknown","9:00 to 11:59","Injury collisions",0,0,0,0
"November","2011","Unknown","12:00 to 14:59","Fatal collisions",0,0,0,0
"November","2011","Unknown","12:00 to 14:59","Injury collisions",1,1,1,0
"November","2011","Unknown","15:00 to 17:59","Fatal collisions",0,0,0,0
"November","2011","Unknown","15:00 to 17:59","Injury collisions",0,0,0,0
"November","2011","Unknown","18:00 to 20:59","Fatal collisions",0,0,0,0
"November","2011","Unknown","18:00 to 20:59","Injury collisions",0,0,0,0
"November","2011","Unknown","21:00 to 23:59","Fatal collisions",0,0,0,0
"November","2011","Unknown","21:00 to 23:59","Injury collisions",0,0,0,0
"November","2012","Total","Midnight to 2:59","Fatal collisions",8,8,3,8
"November","2012","Total","Midnight to 2:59","Injury collisions",379,536,486,0
"November","2012","Total","3:00 to 5:59","Fatal collisions",8,14,5,8
"November","2012","Total","3:00 to 5:59","Injury collisions",339,489,433,0
"November","2012","Total","6:00 to 8:59","Fatal collisions",16,29,11,18
"November","2012","Total","6:00 to 8:59","Injury collisions",1570,2751,1950,0
"November","2012","Total","9:00 to 11:59","Fatal collisions",17,30,9,19
"November","2012","Total","9:00 to 11:59","Injury collisions",1473,2633,1951,0
"November","2012","Total","12:00 to 14:59","Fatal collisions",21,33,11,25
"November","2012","Total","12:00 to 14:59","Injury collisions",1841,3392,2518,0
"November","2012","Total","15:00 to 17:59","Fatal collisions",33,52,23,35
"November","2012","Total","15:00 to 17:59","Injury collisions",2736,5185,3659,0
"November","2012","Total","18:00 to 20:59","Fatal collisions",30,44,20,32
"November","2012","Total","18:00 to 20:59","Injury collisions",1585,2791,2151,0
"November","2012","Total","21:00 to 23:59","Fatal collisions",13,27,17,14
"November","2012","Total","21:00 to 23:59","Injury collisions",741,1144,1021,0
"November","2012","Monday","Midnight to 2:59","Fatal collisions",1,1,1,1
"November","2012","Monday","Midnight to 2:59","Injury collisions",24,30,31,0
"November","2012","Monday","3:00 to 5:59","Fatal collisions",0,0,0,0
"November","2012","Monday","3:00 to 5:59","Injury collisions",29,41,38,0
"November","2012","Monday","6:00 to 8:59","Fatal collisions",4,7,3,4
"November","2012","Monday","6:00 to 8:59","Injury collisions",235,420,302,0
"November","2012","Monday","9:00 to 11:59","Fatal collisions",2,6,1,3
"November","2012","Monday","9:00 to 11:59","Injury collisions",193,355,239,0
"November","2012","Monday","12:00 to 14:59","Fatal collisions",2,3,2,3
"November","2012","Monday","12:00 to 14:59","Injury collisions",212,380,281,0
"November","2012","Monday","15:00 to 17:59","Fatal collisions",3,5,2,3
"November","2012","Monday","15:00 to 17:59","Injury collisions",365,679,482,0
"November","2012","Monday","18:00 to 20:59","Fatal collisions",3,4,1,4
"November","2012","Monday","18:00 to 20:59","Injury collisions",182,313,241,0
"November","2012","Monday","21:00 to 23:59","Fatal collisions",1,1,0,1
"November","2012","Monday","21:00 to 23:59","Injury collisions",77,118,108,0
"November","2012","Tuesday","Midnight to 2:59","Fatal collisions",0,0,0,0
"November","2012","Tuesday","Midnight to 2:59","Injury collisions",29,36,33,0
"November","2012","Tuesday","3:00 to 5:59","Fatal collisions",1,2,0,1
"November","2012","Tuesday","3:00 to 5:59","Injury collisions",32,45,41,0
"November","2012","Tuesday","6:00 to 8:59","Fatal collisions",1,1,1,1
"November","2012","Tuesday","6:00 to 8:59","Injury collisions",259,468,329,0
"November","2012","Tuesday","9:00 to 11:59","Fatal collisions",1,4,1,1
"November","2012","Tuesday","9:00 to 11:59","Injury collisions",192,342,238,0
"November","2012","Tuesday","12:00 to 14:59","Fatal collisions",3,5,1,3
"November","2012","Tuesday","12:00 to 14:59","Injury collisions",213,384,281,0
"November","2012","Tuesday","15:00 to 17:59","Fatal collisions",3,4,0,3
"November","2012","Tuesday","15:00 to 17:59","Injury collisions",381,731,488,0
"November","2012","Tuesday","18:00 to 20:59","Fatal collisions",4,5,2,4
"November","2012","Tuesday","18:00 to 20:59","Injury collisions",203,375,295,0
"November","2012","Tuesday","21:00 to 23:59","Fatal collisions",1,1,1,1
"November","2012","Tuesday","21:00 to 23:59","Injury collisions",73,107,94,0
"November","2012","Wednesday","Midnight to 2:59","Fatal collisions",0,0,0,0
"November","2012","Wednesday","Midnight to 2:59","Injury collisions",22,27,27,0
"November","2012","Wednesday","3:00 to 5:59","Fatal collisions",0,0,0,0
"November","2012","Wednesday","3:00 to 5:59","Injury collisions",33,49,37,0
"November","2012","Wednesday","6:00 to 8:59","Fatal collisions",1,2,0,1
"November","2012","Wednesday","6:00 to 8:59","Injury collisions",287,521,351,0
"November","2012","Wednesday","9:00 to 11:59","Fatal collisions",6,9,6,6
"November","2012","Wednesday","9:00 to 11:59","Injury collisions",197,346,258,0
"November","2012","Wednesday","12:00 to 14:59","Fatal collisions",4,6,0,5
"November","2012","Wednesday","12:00 to 14:59","Injury collisions",249,453,329,0
"November","2012","Wednesday","15:00 to 17:59","Fatal collisions",4,4,0,4
"November","2012","Wednesday","15:00 to 17:59","Injury collisions",431,814,581,0
"November","2012","Wednesday","18:00 to 20:59","Fatal collisions",6,8,2,6
"November","2012","Wednesday","18:00 to 20:59","Injury collisions",210,371,270,0
"November","2012","Wednesday","21:00 to 23:59","Fatal collisions",2,6,4,3
"November","2012","Wednesday","21:00 to 23:59","Injury collisions",74,109,94,0
"November","2012","Thursday","Midnight to 2:59","Fatal collisions",1,1,0,1
"November","2012","Thursday","Midnight to 2:59","Injury collisions",66,96,85,0
"November","2012","Thursday","3:00 to 5:59","Fatal collisions",2,2,0,2
"November","2012","Thursday","3:00 to 5:59","Injury collisions",71,101,90,0
"November","2012","Thursday","6:00 to 8:59","Fatal collisions",4,8,2,4
"November","2012","Thursday","6:00 to 8:59","Injury collisions",323,573,383,0
"November","2012","Thursday","9:00 to 11:59","Fatal collisions",2,3,1,3
"November","2012","Thursday","9:00 to 11:59","Injury collisions",280,508,369,0
"November","2012","Thursday","12:00 to 14:59","Fatal collisions",1,1,4,1
"November","2012","Thursday","12:00 to 14:59","Injury collisions",318,573,434,0
"November","2012","Thursday","15:00 to 17:59","Fatal collisions",8,13,4,8
"November","2012","Thursday","15:00 to 17:59","Injury collisions",525,1009,708,0
"November","2012","Thursday","18:00 to 20:59","Fatal collisions",4,5,2,4
"November","2012","Thursday","18:00 to 20:59","Injury collisions",300,541,384,0
"November","2012","Thursday","21:00 to 23:59","Fatal collisions",3,4,2,3
"November","2012","Thursday","21:00 to 23:59","Injury collisions",127,204,176,0
"November","2012","Friday","Midnight to 2:59","Fatal collisions",3,3,0,3
"November","2012","Friday","Midnight to 2:59","Injury collisions",53,72,62,0
"November","2012","Friday","3:00 to 5:59","Fatal collisions",0,0,0,0
"November","2012","Friday","3:00 to 5:59","Injury collisions",42,59,46,0
"November","2012","Friday","6:00 to 8:59","Fatal collisions",4,7,2,6
"November","2012","Friday","6:00 to 8:59","Injury collisions",280,506,345,0
"November","2012","Friday","9:00 to 11:59","Fatal collisions",3,3,0,3
"November","2012","Friday","9:00 to 11:59","Injury collisions",280,516,374,0
"November","2012","Friday","12:00 to 14:59","Fatal collisions",4,9,1,5
"November","2012","Friday","12:00 to 14:59","Injury collisions",382,739,516,0
"November","2012","Friday","15:00 to 17:59","Fatal collisions",4,9,6,6
"November","2012","Friday","15:00 to 17:59","Injury collisions",559,1095,727,0
"November","2012","Friday","18:00 to 20:59","Fatal collisions",4,7,2,4
"November","2012","Friday","18:00 to 20:59","Injury collisions",343,614,456,0
"November","2012","Friday","21:00 to 23:59","Fatal collisions",2,3,4,2
"November","2012","Friday","21:00 to 23:59","Injury collisions",188,298,267,0
"November","2012","Saturday","Midnight to 2:59","Fatal collisions",1,1,0,1
"November","2012","Saturday","Midnight to 2:59","Injury collisions",84,119,114,0
"November","2012","Saturday","3:00 to 5:59","Fatal collisions",4,8,4,4
"November","2012","Saturday","3:00 to 5:59","Injury collisions",66,95,92,0
"November","2012","Saturday","6:00 to 8:59","Fatal collisions",0,0,0,0
"November","2012","Saturday","6:00 to 8:59","Injury collisions",107,165,138,0
"November","2012","Saturday","9:00 to 11:59","Fatal collisions",1,1,0,1
"November","2012","Saturday","9:00 to 11:59","Injury collisions",195,332,279,0
"November","2012","Saturday","12:00 to 14:59","Fatal collisions",3,5,3,4
"November","2012","Saturday","12:00 to 14:59","Injury collisions",275,514,400,0
"November","2012","Saturday","15:00 to 17:59","Fatal collisions",6,10,5,6
"November","2012","Saturday","15:00 to 17:59","Injury collisions",268,488,375,0
"November","2012","Saturday","18:00 to 20:59","Fatal collisions",8,14,11,9
"November","2012","Saturday","18:00 to 20:59","Injury collisions",209,357,307,0
"November","2012","Saturday","21:00 to 23:59","Fatal collisions",2,9,3,2
"November","2012","Saturday","21:00 to 23:59","Injury collisions",128,202,173,0
"November","2012","Sunday","Midnight to 2:59","Fatal collisions",2,2,2,2
"November","2012","Sunday","Midnight to 2:59","Injury collisions",101,156,134,0
"November","2012","Sunday","3:00 to 5:59","Fatal collisions",1,2,1,1
"November","2012","Sunday","3:00 to 5:59","Injury collisions",66,99,89,0
"November","2012","Sunday","6:00 to 8:59","Fatal collisions",2,4,3,2
"November","2012","Sunday","6:00 to 8:59","Injury collisions",79,98,102,0
"November","2012","Sunday","9:00 to 11:59","Fatal collisions",2,4,0,2
"November","2012","Sunday","9:00 to 11:59","Injury collisions",136,234,194,0
"November","2012","Sunday","12:00 to 14:59","Fatal collisions",4,4,0,4
"November","2012","Sunday","12:00 to 14:59","Injury collisions",192,349,277,0
"November","2012","Sunday","15:00 to 17:59","Fatal collisions",5,7,6,5
"November","2012","Sunday","15:00 to 17:59","Injury collisions",207,369,298,0
"November","2012","Sunday","18:00 to 20:59","Fatal collisions",1,1,0,1
"November","2012","Sunday","18:00 to 20:59","Injury collisions",138,220,198,0
"November","2012","Sunday","21:00 to 23:59","Fatal collisions",2,3,3,2
